麦当劳,民府路926号,1.0,18,28,2,1, 7.5, 7.8, 7.8, 27 
麦当劳(天山西路店),天山西路138号,1.0,105,144,56,24, 7.7, 7.7, 7.7, 21 
麦当劳(淞宝加油站DT餐厅),牡丹江路143号,0.0,90,144,15,21, 7.9, 8.0, 7.6, 25 
麦当劳(建滔商业广场店),通协路269号一层133-132号商铺,0.0,44,59,3,3, 7.9, 8.0, 7.9, 26 
麦当劳(品尊和美广场店),铜川路26号地下一层C1商铺,0.0,154,228,66,80, 7.4, 7.6, 7.2, 33 
麦当劳(浦江陈行店),陈行公路2688号OMALL华侨城商业中心一期1层,1.0,144,198,40,40, 7.6, 7.7, 7.5, 29 
麦当劳(南翔DT店),南翔镇槎溪路876号,1.0,114,135,15,20, 7.9, 8.1, 8.2, 33 
麦当劳(上坤红街店),淞发路939号,0.0,87,145,7,19, 7.5, 7.8, 7.6, 29 
麦当劳(长江西路店),共和新路5523号,1.0,255,362,94,97, 7.4, 7.3, 7.0, 33 
麦当劳(江桥万达店),金沙江西路1051弄16号1016室,0.0,108,176,34,34, 7.9, 7.9, 7.8, 27 
麦当劳(临汾路),共和新路4330号,1.0,283,469,187,112, 7.4, 7.3, 7.2, 28 
麦当劳(上大路DT店),沪太路3100号,1.0,128,160,24,24, 8.0, 8.2, 7.8, 26 
麦当劳(百联西郊购物中心店),仙霞西路88号百联西郊购物中心1层,1.0,233,283,79,59, 7.7, 7.6, 7.5, 29 
麦当劳(万达广场宝山店),一二八纪念路988弄万达广场4层,0.0,178,236,14,13, 8.5, 8.3, 8.3, 32 
麦当劳麦咖啡(金沙广场店),金沙江路2239弄1号B1/F1-20-1室,1.0,118,140,47,48, 7.5, 7.7, 7.5, 24 
麦当劳(中信万达店),胜辛路426号万达广场一层二层,1.0,21,22,0,1, 8.1, 8.1, 8.0, 21 
麦当劳(虹桥机场T2二店),虹桥机场2号航站楼禁区内出发区域,0.0,86,90,31,26, 7.2, 7.3, 7.2, 25 
